
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0103                          J1                               178   1     62  62   1 22         64 0 RGB_D7              (4123-39-13)
70-0103                          J1                               178   1     63  63   1 23         65 0 LVDS_CLK_P          (4123-67-13)
70-0103                          J1                               178   1     64  64   1 24         66 0 GND                 (43-1-13)
70-0103                          J1                               178   1     65  65   1 25         67 0 GND                 (43-1-13)
70-0103                          J1                               178   1     66  66   1 26         68 0 RGB_D8              (4123-40-13)
70-0103                          J1                               178   1     67  67   1 27         69 0                     (0-0-0)
70-0103                          J1                               178   1     68  68   1 28         70 0 RGB_D9              (4123-41-13)
70-0103                          J1                               178   1     69  69   1 29         71 0                     (0-0-0)
70-0103                          J1                               178   1     70  70   1 30         72 0 GND                 (43-1-13)
70-0103                          J1                               178   1     71  71   1 31         73 0                     (0-0-0)
70-0103                          J1                               178   1     72  72   1 32         74 0 RGB_D10             (4123-42-13)
70-0103                          J1                               178   1     73  73   1 33         75 0                     (0-0-0)
70-0103                          J1                               178   1     74  74   1 34         76 0 RGB_D11             (4123-43-13)
70-0103                          J1                               178   1     75  75   1 35         77 0                     (0-0-0)
70-0103                          J1                               178   1     76  76   1 36         78 0 RGB_D12             (4123-44-13)
70-0103                          J1                               178   1     77  77   1 37         79 0 XSIG030174          (5190-9-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0103                          J1                               178   1     78  78   1 38         80 0 RGB_D13             (4123-45-13)
70-0103                          J1                               178   1     79  79   1 39         81 0 XSIG030175          (5190-10-13)
70-0103                          J1                               178   1     80  80   1 40         82 0 RGB_D14             (4123-46-13)
70-0103                          J1                               178   1     81  81   1 41         83 0 GND                 (43-1-13)
70-0103                          J1                               178   1     82  82   1 42         84 0 GND                 (43-1-13)
70-0103                          J1                               178   1     83  83   1 43         85 0                     (0-0-0)
70-0103                          J1                               178   1     84  84   1 44         86 0 RGB_D15             (4123-47-13)
70-0103                          J1                               178   1     85  85   1 45         87 0                     (0-0-0)
70-0103                          J1                               178   1     86  86   1 46         88 0 RGB_D16             (4123-48-13)
70-0103                          J1                               178   1     87  87   1 47         89 0 GND                 (43-1-13)
70-0103                          J1                               178   1     88  88   1 48         90 0 GND                 (43-1-13)
70-0103                          J1                               178   1     89  89   1 49         91 0                     (0-0-0)
70-0103                          J1                               178   1     90  90   1 50         92 0 RGB_D17             (4123-49-13)
70-0103                          J1                               178   1     91  91   1 51         93 0                     (0-0-0)
70-0103                          J1                               178   1     92  92   1 52         94 0 RGB_D18             (4123-50-13)
70-0103                          J1                               178   1     93  93   1 53         95 0 GND                 (43-1-13)
70-0103                          J1                               178   1     94  94   1 54         96 0 GND                 (43-1-13)
70-0103                          J1                               178   1     95  95   1 55         97 0                     (0-0-0)
70-0103                          J1                               178   1     96  96   1 56         98 0 RGB_D19             (4123-51-13)
70-0103                          J1                               178   1     97  97   1 57         99 0                     (0-0-0)
70-0103                          J1                               178   1     98  98   1 58        100 0 RGB_D20             (4123-52-13)
70-0103                          J1                               178   1     99  99   1 59        101 0 GND                 (43-1-13)
70-0103                          J1                               178   1    100 100   1 60        102 0 GND                 (43-1-13)
70-0103                          J1                               178   1    101 101   1 61        103 0                     (0-0-0)
70-0103                          J1                               178   1    102 102   1 62        104 0 RGB_D21             (4123-53-13)
70-0103                          J1                               178   1    103 103   1 63        105 0                     (0-0-0)
70-0103                          J1                               178   1    104 104   1 64        106 0 RGB_D22             (4123-54-13)
70-0103                          J1                               178   1    105 105   1 65        107 0 GND                 (43-1-13)
70-0103                          J1                               178   1    106 106   1 66        108 0 GND                 (43-1-13)
70-0103                          J1                               178   1    107 107   1 67        109 0                     (0-0-0)
70-0103                          J1                               178   1    108 108   1 68        110 0 RGB_D23             (4123-55-13)
70-0103                          J1                               178   1    109 109   1 69        111 0 XSIG030176          (5190-11-13)
70-0103                          J1                               178   1    110 110   1 70        112 0 RGB_CLK             (4123-8-13)
70-0103                          J1                               178   1    111 111   1 71        113 0 XSIG030177          (5190-12-13)
70-0103                          J1                               178   1    112 112   1 72        114 0 RGB_HSYNC           (4123-56-13)
70-0103                          J1                               178   1    113 113   1 73        115 0                     (0-0-0)
70-0103                          J1                               178   1    114 114   1 74        116 0 RGB_VSYNC           (4123-57-13)
70-0103                          J1                               178   1    115 115   1 75        117 0                     (0-0-0)
70-0103                          J1                               178   1    116 116   1 76        118 0                     (0-0-0)
70-0103                          J1                               178   1    117 117   1 77        119 0 GND                 (43-1-13)
70-0103                          J1                               178   1    118 118   1 78        120 0                     (0-0-0)
70-0103                          J1                               178   1    119 119   1 79        121 0 XSIG030178          (5190-13-13)
70-0103                          J1                               178   1    120 120   1 80        122 0                     (0-0-0)
70-0103                          J1                               178   1    121 121   1 81        123 0 XSIG030179          (5190-14-13)
70-0103                          J1                               178   1    122 122   1 82        124 0                     (0-0-0)
70-0103                          J1                               178   1    123 123   1 83        125 0 GND                 (43-1-13)
70-0103                          J1                               178   1    124 124   1 84        126 0                     (0-0-0)
70-0103                          J1                               178   1    125 125   1 85        127 0                     (0-0-0)
70-0103                          J1                               178   1    126 126   1 86        128 0                     (0-0-0)
70-0103                          J1                               178   1    127 127   1 87        129 0                     (0-0-0)
70-0103                          J1                               178   1    128 128   1 88        130 0 GND                 (43-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0103                          J1                               178   1    129 129   1 89        131 0 GND                 (43-1-13)
70-0103                          J1                               178   1    130 130   1 90        132 0                     (0-0-0)
70-0103                          J1                               178   1    131 131   1 91        133 0                     (0-0-0)
70-0103                          J1                               178   1    132 132   1 92        134 0                     (0-0-0)
70-0103                          J1                               178   1    133 133   1 93        135 0                     (0-0-0)
70-0103                          J1                               178   1    134 134   1 94        136 0 GND                 (43-1-13)
70-0103                          J1                               178   1    135 135   1 95        137 0 GND                 (43-1-13)
70-0103                          J1                               178   1    136 136   1 96        138 0                     (0-0-0)
70-0103                          J1                               178   1    137 137   1 97        139 0                     (0-0-0)
70-0103                          J1                               178   1    138 138   1 98        140 0                     (0-0-0)
70-0103                          J1                               178   1    139 139   1 99        141 0                     (0-0-0)
70-0103                          J1                               178   1    140 140   1 100       142 0 GND                 (43-1-13)
70-0103                          J1                               178   1    141 141   1 101       143 0 GND                 (43-1-13)
70-0103                          J1                               178   1    142 142   1 102       144 0                     (0-0-0)
70-0103                          J1                               178   1    143 143   1 103       145 0                     (0-0-0)
70-0103                          J1                               178   1    144 144   1 104       146 0                     (0-0-0)
70-0103                          J1                               178   1    145 145   1 105       147 0                     (0-0-0)
70-0103                          J1                               178   1    146 146   1 106       148 0                     (0-0-0)
70-0103                          J1                               178   1    147 147   1 107       149 0                     (0-0-0)
70-0103                          J1                               178   1    148 148   1 108       150 0                     (0-0-0)
70-0103                          J1                               178   1    149 149   1 109       151 0                     (0-0-0)
70-0103                          J1                               178   1    150 150   1 110       152 0                     (0-0-0)
70-0103                          J1                               178   1    151 151   1 111       153 0                     (0-0-0)
70-0103                          J1                               178   1    152 152   1 112       154 0                     (0-0-0)
70-0103                          J1                               178   1    153 153   1 113       155 0                     (0-0-0)
70-0103                          J1                               178   1    154 154   1 114       156 0                     (0-0-0)
70-0103                          J1                               178   1    155 155   1 115       157 0                     (0-0-0)
70-0103                          J1                               178   1    156 156   1 116       158 0                     (0-0-0)
70-0103                          J1                               178   1    157 157   1 117       159 0                     (0-0-0)
70-0103                          J1                               178   1    158 158   1 118       160 0                     (0-0-0)
70-0103                          J1                               178   1    159 159   1 119       161 0                     (0-0-0)
70-0103                          J1                               178   1    160 160   1 120       162 0                     (0-0-0)
70-0103                          J1                               178   1    161 161   1 121       163 0 GND                 (43-1-13)
70-0103                          J1                               178   1    162 162   1 122       164 0                     (0-0-0)
70-0103                          J1                               178   1    163 163   1 123       165 0                     (0-0-0)
70-0103                          J1                               178   1    164 164   1 124       166 0 GND                 (43-1-13)
70-0103                          J1                               178   1    165 165   1 125       167 0                     (0-0-0)
70-0103                          J1                               179   2      1   1   2 P1         41 0                     (0-0-0)
70-0103                          J1                               179   2      2   2   2 P2         42 0                     (0-0-0)
70-0103                          J1                               179   2      3   3   2 133       168 0                     (0-0-0)
70-0103                          J1                               179   2      4   4   2 134       169 0                     (0-0-0)
70-0103                          J1                               179   2      5   5   2 135       170 0                     (0-0-0)
70-0103                          J1                               179   2      6   6   2 136       171 0                     (0-0-0)
70-0103                          J1                               179   2      7   7   2 137       172 0                     (0-0-0)
70-0103                          J1                               179   2      8   8   2 138       173 0                     (0-0-0)
70-0103                          J1                               179   2      9   9   2 139       174 0                     (0-0-0)
70-0103                          J1                               179   2     10  10   2 140       175 0                     (0-0-0)
70-0103                          J1                               179   2     11  11   2 141       176 0                     (0-0-0)
70-0103                          J1                               179   2     12  12   2 142       177 0                     (0-0-0)
70-0103                          J1                               179   2     13  13   2 143       178 0                     (0-0-0)
70-0103                          J1                               179   2     14  14   2 144       179 0                     (0-0-0)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0103                          J1                               179   2     15  15   2 145       180 0                     (0-0-0)
70-0103                          J1                               179   2     16  16   2 146       181 0                     (0-0-0)
70-0103                          J1                               179   2     17  17   2 147       182 0                     (0-0-0)
70-0103                          J1                               179   2     18  18   2 148       183 0 GND                 (43-1-13)
70-0103                          J1                               179   2     19  19   2 149       184 0                     (0-0-0)
70-0103                          J1                               179   2     20  20   2 150       185 0                     (0-0-0)
70-0103                          J1                               179   2     21  21   2 151       186 0                     (0-0-0)
70-0103                          J1                               179   2     22  22   2 152       187 0                     (0-0-0)
70-0103                          J1                               179   2     23  23   2 153       188 0 GND                 (43-1-13)
70-0103                          J1                               179   2     24  24   2 154       189 0 GND                 (43-1-13)
70-0103                          J1                               179   2     25  25   2 155       190 0 XSIG030180          (5190-15-13)
70-0103                          J1                               179   2     26  26   2 156       191 0                     (0-0-0)
70-0103                          J1                               179   2     27  27   2 157       192 0 XSIG030181          (5190-16-13)
70-0103                          J1                               179   2     28  28   2 158       193 0                     (0-0-0)
70-0103                          J1                               179   2     29  29   2 159       194 0 XSIG030182          (5190-17-13)
70-0103                          J1                               179   2     30  30   2 160       195 0                     (0-0-0)
70-0103                          J1                               179   2     31  31   2 161       196 0 XSIG030183          (5190-18-13)
70-0103                          J1                               179   2     32  32   2 162       197 0                     (0-0-0)
70-0103                          J1                               179   2     33  33   2 163       198 0 XSIG030184          (5190-19-13)
70-0103                          J1                               179   2     34  34   2 164       199 0                     (0-0-0)
70-0103                          J1                               179   2     35  35   2 165       200 0 XSIG030186          (5190-20-13)
70-0103                          J1                               179   2     36  36   2 166       201 0 GND                 (43-1-13)
70-0103                          J1                               179   2     37  37   2 167       202 0                     (0-0-0)
70-0103                          J1                               179   2     38  38   2 168       203 0                     (0-0-0)
70-0103                          J1                               179   2     39  39   2 169       204 0                     (0-0-0)
70-0103                          J1                               179   2     40  40   2 170       205 0                     (0-0-0)
70-0103                          J1                               179   2     41  41   2 171       206 0                     (0-0-0)
70-0103                          J1                               179   2     42  42   2 172       207 0                     (0-0-0)
70-0103                          J1                               179   2     43  43   2 173       208 0                     (0-0-0)
70-0103                          J1                               179   2     44  44   2 174       209 0                     (0-0-0)
70-0103                          J1                               179   2     45  45   2 175       210 0                     (0-0-0)
70-0103                          J1                               179   2     46  46   2 176       211 0                     (0-0-0)
70-0103                          J1                               179   2     47  47   2 177       212 0 GND                 (43-1-13)
70-0103                          J1                               179   2     48  48   2 178       213 0                     (0-0-0)
70-0103                          J1                               179   2     49  49   2 179       214 0 XSIG030187          (5190-21-13)
70-0103                          J1                               179   2     50  50   2 180       215 0                     (0-0-0)
70-0103                          J1                               179   2     51  51   2 181       216 0 XSIG030188          (5190-22-13)
70-0103                          J1                               179   2     52  52   2 182       217 0                     (0-0-0)
70-0103                          J1                               179   2     53  53   2 183       218 0 XSIG030190          (5190-23-13)
70-0103                          J1                               179   2     54  54   2 184       219 0 GND                 (43-1-13)
70-0103                          J1                               179   2     55  55   2 185       220 0 GND                 (43-1-13)
70-0103                          J1                               179   2     56  56   2 186       221 0                     (0-0-0)
70-0103                          J1                               179   2     57  57   2 187       222 0                     (0-0-0)
70-0103                          J1                               179   2     58  58   2 188       223 0                     (0-0-0)
70-0103                          J1                               179   2     59  59   2 189       224 0                     (0-0-0)
70-0103                          J1                               179   2     60  60   2 190       225 0                     (0-0-0)
70-0103                          J1                               179   2     61  61   2 191       226 0                     (0-0-0)
70-0103                          J1                               179   2     62  62   2 192       227 0                     (0-0-0)
70-0103                          J1                               179   2     63  63   2 193       228 0                     (0-0-0)
70-0103                          J1                               179   2     64  64   2 194       229 0 FPGA_CONF_DONE      (5430-1-13)
70-0103                          J1                               179   2     65  65   2 195       230 0                     (0-0-0)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0103                          J1                               179   2     66  66   2 196       231 0                     (0-0-0)
70-0103                          J1                               179   2     67  67   2 197       232 0 XSIG030191          (5190-24-13)
70-0103                          J1                               179   2     68  68   2 198       233 0 GND                 (43-1-13)
70-0103                          J1                               179   2     69  69   2 199       234 0 XSIG030192          (5190-25-13)
70-0103                          J1                               179   2     70  70   2 200       235 0                     (0-0-0)
70-0103                          J1                               179   2     71  71   2 201       236 0 GND                 (43-1-13)
70-0103                          J1                               179   2     72  72   2 202       237 0                     (0-0-0)
70-0103                          J1                               179   2     73  73   2 203       238 0 XSIG030193          (5190-26-13)
70-0103                          J1                               179   2     74  74   2 204       239 0 GND                 (43-1-13)
70-0103                          J1                               179   2     75  75   2 205       240 0 XSIG030194          (5190-27-13)
70-0103                          J1                               179   2     76  76   2 206       241 0                     (0-0-0)
70-0103                          J1                               179   2     77  77   2 207       242 0 XSIG030195          (5190-28-13)
70-0103                          J1                               179   2     78  78   2 208       243 0                     (0-0-0)
70-0103                          J1                               179   2     79  79   2 209       244 0 XSIG030196          (5190-29-13)
70-0103                          J1                               179   2     80  80   2 210       245 0                     (0-0-0)
70-0103                          J1                               179   2     81  81   2 211       246 0 XSIG030197          (5190-30-13)
70-0103                          J1                               179   2     82  82   2 212       247 0                     (0-0-0)
70-0103                          J1                               179   2     83  83   2 213       248 0 XSIG030198          (5190-31-13)
70-0103                          J1                               179   2     84  84   2 214       249 0                     (0-0-0)
70-0103                          J1                               179   2     85  85   2 215       250 0 XSIG030199          (5190-32-13)
70-0103                          J1                               179   2     86  86   2 216       251 0                     (0-0-0)
70-0103                          J1                               179   2     87  87   2 217       252 0 GND                 (43-1-13)
70-0103                          J1                               179   2     88  88   2 218       253 0                     (0-0-0)
70-0103                          J1                               179   2     89  89   2 219       254 0 XSIG030200          (5190-33-13)
70-0103                          J1                               179   2     90  90   2 220       255 0 GND                 (43-1-13)
70-0103                          J1                               179   2     91  91   2 221       256 0 XSIG030201          (5190-34-13)
70-0103                          J1                               179   2     92  92   2 222       257 0 SOM_MOSI            (4174-1-13)
70-0103                          J1                               179   2     93  93   2 223       258 0 XSIG030202          (5190-35-13)
70-0103                          J1                               179   2     94  94   2 224       259 0 SOM_MISO            (4174-2-13)
70-0103                          J1                               179   2     95  95   2 225       260 0 XSIG030203          (5190-36-13)
70-0103                          J1                               179   2     96  96   2 226       261 0 SOM_SCLK            (4174-3-13)
70-0103                          J1                               179   2     97  97   2 227       262 0                     (0-0-0)
70-0103                          J1                               179   2     98  98   2 228       263 0 XSIG030224          (5427-2-13)
70-0103                          J1                               179   2     99  99   2 229       264 0 GND                 (43-1-13)
70-0103                          J1                               179   2    100 100   2 230       265 0 XSIG030223          (5427-1-13)
70-0103                          J1                               179   2    101 101   2 231       266 0 XSIG030204          (5190-37-13)
70-0103                          J1                               179   2    102 102   2 232       267 0 GND                 (43-1-13)
70-0103                          J1                               179   2    103 103   2 233       268 0 XSIG030205          (5190-38-13)
70-0103                          J1                               179   2    104 104   2 234       269 0                     (0-0-0)
70-0103                          J1                               179   2    105 105   2 235       270 0                     (0-0-0)
70-0103                          J1                               179   2    106 106   2 236       271 0                     (0-0-0)
70-0103                          J1                               179   2    107 107   2 237       272 0                     (0-0-0)
70-0103                          J1                               179   2    108 108   2 238       273 0                     (0-0-0)
70-0103                          J1                               179   2    109 109   2 239       274 0 GND                 (43-1-13)
70-0103                          J1                               179   2    110 110   2 240       275 0                     (0-0-0)
70-0103                          J1                               179   2    111 111   2 241       276 0                     (0-0-0)
70-0103                          J1                               179   2    112 112   2 242       277 0                     (0-0-0)
70-0103                          J1                               179   2    113 113   2 243       278 0 UART_SOM_TXD        (4123-68-13)
70-0103                          J1                               179   2    114 114   2 244       279 0                     (0-0-0)
70-0103                          J1                               179   2    115 115   2 245       280 0 UART_SOM_RXD        (4123-69-13)
70-0103                          J1                               179   2    116 116   2 246       281 0                     (0-0-0)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0103                          J1                               179   2    117 117   2 247       282 0                     (0-0-0)
70-0103                          J1                               179   2    118 118   2 248       283 0                     (0-0-0)
70-0103                          J1                               179   2    119 119   2 249       284 0 GND                 (43-1-13)
70-0103                          J1                               179   2    120 120   2 250       285 0 GND                 (43-1-13)
70-0103                          J1                               179   2    121 121   2 251       286 0 XSIG030206          (5190-39-13)
70-0103                          J1                               179   2    122 122   2 252       287 0                     (0-0-0)
70-0103                          J1                               179   2    123 123   2 253       288 0 XSIG030207          (5190-40-13)
70-0103                          J1                               179   2    124 124   2 254       289 0                     (0-0-0)
70-0103                          J1                               179   2    125 125   2 255       290 0                     (0-0-0)
70-0103                          J1                               179   2    126 126   2 256       291 0                     (0-0-0)
70-0103                          J1                               179   2    127 127   2 257       292 0                     (0-0-0)
70-0103                          J1                               179   2    128 128   2 258       293 0 FPGA_JTAG_TDI       (4123-75-13)
70-0103                          J1                               179   2    129 129   2 259       294 0 INHIBITn4V          (4317-1-13)
70-0103                          J1                               179   2    130 130   2 260       295 0 FPGA_JTAG_TCK       (4123-77-13)
70-0103                          J1                               179   2    131 131   2 261       296 0                     (0-0-0)
70-0103                          J1                               179   2    132 132   2 262       297 0 FPGA_JTAG_TMS       (4123-74-13)
70-0103                          J1                               179   2    133 133   2 263       298 0 XSIG030208          (5190-41-13)
70-0103                          J1                               179   2    134 134   2 264       299 0 FPGA_JTAG_TDO       (4123-76-13)
70-0103                          J1                               179   2    135 135   2 265       300 0 GND                 (43-1-13)
70-0103                          J1                               179   2    136 136   2 266       301 0 GND                 (43-1-13)
70-0103                          J1                               179   2    137 137   2 267       302 0                     (0-0-0)
70-0103                          J1                               179   2    138 138   2 268       303 0                     (0-0-0)
70-0103                          J1                               179   2    139 139   2 269       304 0                     (0-0-0)
70-0103                          J1                               179   2    140 140   2 270       305 0                     (0-0-0)
70-0103                          J1                               179   2    141 141   2 271       306 0                     (0-0-0)
70-0103                          J1                               179   2    142 142   2 272       307 0                     (0-0-0)
70-0103                          J1                               179   2    143 143   2 273       308 0                     (0-0-0)
70-0103                          J1                               179   2    144 144   2 274       309 0                     (0-0-0)
70-0103                          J1                               179   2    145 145   2 275       310 0                     (0-0-0)
70-0103                          J1                               179   2    146 146   2 276       311 0                     (0-0-0)
70-0103                          J1                               179   2    147 147   2 277       312 0                     (0-0-0)
70-0103                          J1                               179   2    148 148   2 278       313 0                     (0-0-0)
70-0103                          J1                               179   2    149 149   2 279       314 0                     (0-0-0)
70-0103                          J1                               179   2    150 150   2 280       315 0                     (0-0-0)
70-0103                          J1                               179   2    151 151   2 281       316 0 XSIG030209          (5190-42-13)
70-0109                          J4                               100   1      1   1   1 1           1 0 GND                 (43-1-13)
70-0109                          J4                               100   1      2   2   1 2           2 0 DRV_SIN_1           (4211-17-13)
70-0109                          J4                               100   1      3   3   1 3           3 0 FPGA_MUL_1_A        (4779-2-13)
70-0109                          J4                               100   1      4   4   1 4           4 0 GND                 (43-1-13)
70-0109                          J4                               100   1      5   5   1 5           5 0 GND                 (43-1-13)
70-0109                          J4                               100   1      6   6   1 6           6 0 DRV_SIN_2           (4211-18-13)
70-0109                          J4                               100   1      7   7   1 7           7 0 FPGA_LAT_A          (4631-2-13)
70-0109                          J4                               100   1      8   8   1 8           8 0 GND                 (43-1-13)
70-0109                          J4                               100   1      9   9   1 9           9 0 GND                 (43-1-13)
70-0109                          J4                               100   1     10  10   1 10         10 0 FPGA_MUL_4_A        (4779-3-13)
70-0109                          J4                               100   1     11  11   1 11         11 0 DRV_SIN_3           (4211-19-13)
70-0109                          J4                               100   1     12  12   1 12         12 0 GND                 (43-1-13)
70-0109                          J4                               100   1     13  13   1 13         13 0 GND                 (43-1-13)
70-0109                          J4                               100   1     14  14   1 14         14 0 DRV_SIN_4           (4211-20-13)
70-0109                          J4                               100   1     15  15   1 15         15 0 DRV_SIN_5           (4211-21-13)
70-0109                          J4                               100   1     16  16   1 16         16 0 GND                 (43-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0109                          J4                               100   1     17  17   1 17         17 0 GND                 (43-1-13)
70-0109                          J4                               100   1     18  18   1 18         18 0 FPGA_MUL_0_A        (4779-7-13)
70-0109                          J4                               100   1     19  19   1 19         19 0 FPGA_MUL_5_A        (4779-8-13)
70-0109                          J4                               100   1     20  20   1 20         20 0 GND                 (43-1-13)
70-0109                          J4                               100   1     21  21   1 21         21 0 GND                 (43-1-13)
70-0109                          J4                               100   1     22  22   1 22         22 0 FPGA_GCLK_A         (4631-1-13)
70-0109                          J4                               100   1     23  23   1 23         23 0 FPGA_SCLK_A         (4631-3-13)
70-0109                          J4                               100   1     24  24   1 24         24 0 GND                 (43-1-13)
70-0109                          J4                               100   1     25  25   1 25         25 0 GND                 (43-1-13)
70-0109                          J4                               100   1     26  26   1 26         26 0 DRV_SIN_0           (4211-16-13)
70-0109                          J4                               100   1     27  27   1 27         27 0 VCC3V3              (4211-45-13)
70-0109                          J4                               100   1     28  28   1 28         28 0 GND                 (43-1-13)
70-0109                          J5                               101   1      1   1   1 1           1 0 GND                 (43-1-13)
70-0109                          J5                               101   1      2   2   1 2           2 0 FPGA_MUL_3_A        (4779-11-13)
70-0109                          J5                               101   1      3   3   1 3           3 0 FPGA_MUL_2_A        (4779-9-13)
70-0109                          J5                               101   1      4   4   1 4           4 0 GND                 (43-1-13)
70-0109                          J5                               101   1      5   5   1 5           5 0 GND                 (43-1-13)
70-0109                          J5                               101   1      6   6   1 6           6 0 DRV_SIN_10          (4211-26-13)
70-0109                          J5                               101   1      7   7   1 7           7 0 FPGA_MUL_6_A        (4779-10-13)
70-0109                          J5                               101   1      8   8   1 8           8 0 GND                 (43-1-13)
70-0109                          J5                               101   1      9   9   1 9           9 0 GND                 (43-1-13)
70-0109                          J5                               101   1     10  10   1 10         10 0 DRV_SIN_11          (4211-27-13)
70-0109                          J5                               101   1     11  11   1 11         11 0 DRV_SIN_14          (4211-30-13)
70-0109                          J5                               101   1     12  12   1 12         12 0 GND                 (43-1-13)
70-0109                          J5                               101   1     13  13   1 13         13 0 GND                 (43-1-13)
70-0109                          J5                               101   1     14  14   1 14         14 0 DRV_SIN_9           (4211-25-13)
70-0109                          J5                               101   1     15  15   1 15         15 0 DRV_SIN_12          (4211-28-13)
70-0109                          J5                               101   1     16  16   1 16         16 0 GND                 (43-1-13)
70-0109                          J5                               101   1     17  17   1 17         17 0 GND                 (43-1-13)
70-0109                          J5                               101   1     18  18   1 18         18 0 DRV_SIN_7           (4211-23-13)
70-0109                          J5                               101   1     19  19   1 19         19 0 DRV_SIN_13          (4211-29-13)
70-0109                          J5                               101   1     20  20   1 20         20 0 GND                 (43-1-13)
70-0109                          J5                               101   1     21  21   1 21         21 0 GND                 (43-1-13)
70-0109                          J5                               101   1     22  22   1 22         22 0 FPGA_MUL_7_A        (4779-12-13)
70-0109                          J5                               101   1     23  23   1 23         23 0 DRV_SIN_8           (4211-24-13)
70-0109                          J5                               101   1     24  24   1 24         24 0 GND                 (43-1-13)
70-0109                          J5                               101   1     25  25   1 25         25 0 GND                 (43-1-13)
70-0109                          J5                               101   1     26  26   1 26         26 0 VCC3V3              (4211-45-13)
70-0109                          J5                               101   1     27  27   1 27         27 0 DRV_SIN_6           (4211-22-13)
70-0109                          J5                               101   1     28  28   1 28         28 0 GND                 (43-1-13)
70-0109                          J6                               102   1      1   1   1 1           1 0 GND                 (43-1-13)
70-0109                          J6                               102   1      2   2   1 2           2 0 DRV_SIN_16          (4211-32-13)
70-0109                          J6                               102   1      3   3   1 3           3 0 FPGA_MUL_1_B        (4211-44-13)
70-0109                          J6                               102   1      4   4   1 4           4 0 GND                 (43-1-13)
70-0109                          J6                               102   1      5   5   1 5           5 0 GND                 (43-1-13)
70-0109                          J6                               102   1      6   6   1 6           6 0 DRV_SIN_17          (4211-33-13)
70-0109                          J6                               102   1      7   7   1 7           7 0 FPGA_LAT_B          (4631-6-13)
70-0109                          J6                               102   1      8   8   1 8           8 0 GND                 (43-1-13)
70-0109                          J6                               102   1      9   9   1 9           9 0 GND                 (43-1-13)
70-0109                          J6                               102   1     10  10   1 10         10 0 FPGA_MUL_4_B        (4211-40-13)
70-0109                          J6                               102   1     11  11   1 11         11 0 DRV_SIN_18          (4211-34-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0109                          J6                               102   1     12  12   1 12         12 0 GND                 (43-1-13)
70-0109                          J6                               102   1     13  13   1 13         13 0 GND                 (43-1-13)
70-0109                          J6                               102   1     14  14   1 14         14 0 DRV_SIN_15          (4211-31-13)
70-0109                          J6                               102   1     15  15   1 15         15 0 DRV_SIN_20          (4211-3-13)
