
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1657                           1416   1      3   3   1 G           2 0 UB4D0_G9            (4347-521-13)
20-0073                          D1657                           1416   1      4   4   1 R           3 0 UB4D0_R9            (4347-520-13)
20-0073                          D1658                           1376   1      1   1   1 1           4 0 UB4_MUL7            (4495-32-13)
20-0073                          D1658                           1376   1      2   2   1 B           1 0 UB4D0_B7            (4347-525-13)
20-0073                          D1658                           1376   1      3   3   1 G           2 0 UB4D0_G7            (4347-524-13)
20-0073                          D1658                           1376   1      4   4   1 R           3 0 UB4D0_R7            (4347-523-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1659                           1696   1      1   1   1 1           4 0 UB4_MUL7            (4495-32-13)
20-0073                          D1659                           1696   1      2   2   1 B           1 0 UB4D0_B10           (4347-528-13)
20-0073                          D1659                           1696   1      3   3   1 G           2 0 UB4D0_G10           (4347-527-13)
20-0073                          D1659                           1696   1      4   4   1 R           3 0 UB4D0_R10           (4347-526-13)
20-0073                          D1660                           1856   1      1   1   1 1           4 0 UB4_MUL7            (4495-32-13)
20-0073                          D1660                           1856   1      2   2   1 B           1 0 UB4D0_B11           (4347-531-13)
20-0073                          D1660                           1856   1      3   3   1 G           2 0 UB4D0_G11           (4347-530-13)
20-0073                          D1660                           1856   1      4   4   1 R           3 0 UB4D0_R11           (4347-529-13)
20-0073                          D1661                           1896   1      1   1   1 1           4 0 UB4_MUL7            (4495-32-13)
20-0073                          D1661                           1896   1      2   2   1 B           1 0 UB4D0_B14           (4347-534-13)
20-0073                          D1661                           1896   1      3   3   1 G           2 0 UB4D0_G14           (4347-533-13)
20-0073                          D1661                           1896   1      4   4   1 R           3 0 UB4D0_R14           (4347-532-13)
20-0073                          D1662                           1536   1      1   1   1 1           4 0 UB4_MUL7            (4495-32-13)
20-0073                          D1662                           1536   1      2   2   1 B           1 0 UB4D0_B12           (4347-537-13)
20-0073                          D1662                           1536   1      3   3   1 G           2 0 UB4D0_G12           (4347-536-13)
20-0073                          D1662                           1536   1      4   4   1 R           3 0 UB4D0_R12           (4347-535-13)
20-0073                          D1663                           1656   1      1   1   1 1           4 0 UB4_MUL7            (4495-32-13)
20-0073                          D1663                           1656   1      2   2   1 B           1 0 UB4D0_B15           (4347-540-13)
20-0073                          D1663                           1656   1      3   3   1 G           2 0 UB4D0_G15           (4347-539-13)
20-0073                          D1663                           1656   1      4   4   1 R           3 0 UB4D0_R15           (4347-538-13)
20-0073                          D1664                           1576   1      1   1   1 1           4 0 UB4_MUL7            (4495-32-13)
20-0073                          D1664                           1576   1      2   2   1 B           1 0 UB4D0_B13           (4347-543-13)
20-0073                          D1664                           1576   1      3   3   1 G           2 0 UB4D0_G13           (4347-542-13)
20-0073                          D1664                           1576   1      4   4   1 R           3 0 UB4D0_R13           (4347-541-13)
20-0073                          D1665                            471   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1665                            471   1      2   2   1 B           1 0 UB4D1_B0            (4347-553-13)
20-0073                          D1665                            471   1      3   3   1 G           2 0 UB4D1_G0            (4347-552-13)
20-0073                          D1665                            471   1      4   4   1 R           3 0 UB4D1_R0            (4347-551-13)
20-0073                          D1666                            111   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1666                            111   1      2   2   1 B           1 0 UB4D1_B3            (4347-556-13)
20-0073                          D1666                            111   1      3   3   1 G           2 0 UB4D1_G3            (4347-555-13)
20-0073                          D1666                            111   1      4   4   1 R           3 0 UB4D1_R3            (4347-554-13)
20-0073                          D1667                            511   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1667                            511   1      2   2   1 B           1 0 UB4D1_B1            (4347-559-13)
20-0073                          D1667                            511   1      3   3   1 G           2 0 UB4D1_G1            (4347-558-13)
20-0073                          D1667                            511   1      4   4   1 R           3 0 UB4D1_R1            (4347-557-13)
20-0073                          D1668                            231   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1668                            231   1      2   2   1 B           1 0 UB4D1_B4            (4347-562-13)
20-0073                          D1668                            231   1      3   3   1 G           2 0 UB4D1_G4            (4347-561-13)
20-0073                          D1668                            231   1      4   4   1 R           3 0 UB4D1_R4            (4347-560-13)
20-0073                          D1669                             31   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1669                             31   1      2   2   1 B           1 0 UB4D1_B2            (4347-565-13)
20-0073                          D1669                             31   1      3   3   1 G           2 0 UB4D1_G2            (4347-564-13)
20-0073                          D1669                             31   1      4   4   1 R           3 0 UB4D1_R2            (4347-563-13)
20-0073                          D1670                             71   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1670                             71   1      2   2   1 B           1 0 UB4D1_B5            (4347-568-13)
20-0073                          D1670                             71   1      3   3   1 G           2 0 UB4D1_G5            (4347-567-13)
20-0073                          D1670                             71   1      4   4   1 R           3 0 UB4D1_R5            (4347-566-13)
20-0073                          D1671                            351   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1671                            351   1      2   2   1 B           1 0 UB4D1_B8            (4347-571-13)
20-0073                          D1671                            351   1      3   3   1 G           2 0 UB4D1_G8            (4347-570-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1671                            351   1      4   4   1 R           3 0 UB4D1_R8            (4347-569-13)
20-0073                          D1672                            271   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1672                            271   1      2   2   1 B           1 0 UB4D1_B6            (4347-574-13)
20-0073                          D1672                            271   1      3   3   1 G           2 0 UB4D1_G6            (4347-573-13)
20-0073                          D1672                            271   1      4   4   1 R           3 0 UB4D1_R6            (4347-572-13)
20-0073                          D1673                            152   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1673                            152   1      2   2   1 B           1 0 UB4D1_B9            (4347-577-13)
20-0073                          D1673                            152   1      3   3   1 G           2 0 UB4D1_G9            (4347-576-13)
20-0073                          D1673                            152   1      4   4   1 R           3 0 UB4D1_R9            (4347-575-13)
20-0073                          D1674                            432   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1674                            432   1      2   2   1 B           1 0 UB4D1_B7            (4347-580-13)
20-0073                          D1674                            432   1      3   3   1 G           2 0 UB4D1_G7            (4347-579-13)
20-0073                          D1674                            432   1      4   4   1 R           3 0 UB4D1_R7            (4347-578-13)
20-0073                          D1675                            392   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1675                            392   1      2   2   1 B           1 0 UB4D1_B10           (4347-583-13)
20-0073                          D1675                            392   1      3   3   1 G           2 0 UB4D1_G10           (4347-582-13)
20-0073                          D1675                            392   1      4   4   1 R           3 0 UB4D1_R10           (4347-581-13)
20-0073                          D1676                            592   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1676                            592   1      2   2   1 B           1 0 UB4D1_B11           (4347-586-13)
20-0073                          D1676                            592   1      3   3   1 G           2 0 UB4D1_G11           (4347-585-13)
20-0073                          D1676                            592   1      4   4   1 R           3 0 UB4D1_R11           (4347-584-13)
20-0073                          D1677                            632   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1677                            632   1      2   2   1 B           1 0 UB4D1_B14           (4347-589-13)
20-0073                          D1677                            632   1      3   3   1 G           2 0 UB4D1_G14           (4347-588-13)
20-0073                          D1677                            632   1      4   4   1 R           3 0 UB4D1_R14           (4347-587-13)
20-0073                          D1678                            192   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1678                            192   1      2   2   1 B           1 0 UB4D1_B12           (4347-592-13)
20-0073                          D1678                            192   1      3   3   1 G           2 0 UB4D1_G12           (4347-591-13)
20-0073                          D1678                            192   1      4   4   1 R           3 0 UB4D1_R12           (4347-590-13)
20-0073                          D1679                            552   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1679                            552   1      2   2   1 B           1 0 UB4D1_B15           (4347-595-13)
20-0073                          D1679                            552   1      3   3   1 G           2 0 UB4D1_G15           (4347-594-13)
20-0073                          D1679                            552   1      4   4   1 R           3 0 UB4D1_R15           (4347-593-13)
20-0073                          D1680                            312   1      1   1   1 1           4 0 UB4_MUL0            (4495-25-13)
20-0073                          D1680                            312   1      2   2   1 B           1 0 UB4D1_B13           (4347-598-13)
20-0073                          D1680                            312   1      3   3   1 G           2 0 UB4D1_G13           (4347-597-13)
20-0073                          D1680                            312   1      4   4   1 R           3 0 UB4D1_R13           (4347-596-13)
20-0073                          D1681                            467   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1681                            467   1      2   2   1 B           1 0 UB4D1_B0            (4347-553-13)
20-0073                          D1681                            467   1      3   3   1 G           2 0 UB4D1_G0            (4347-552-13)
20-0073                          D1681                            467   1      4   4   1 R           3 0 UB4D1_R0            (4347-551-13)
20-0073                          D1682                            107   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1682                            107   1      2   2   1 B           1 0 UB4D1_B3            (4347-556-13)
20-0073                          D1682                            107   1      3   3   1 G           2 0 UB4D1_G3            (4347-555-13)
20-0073                          D1682                            107   1      4   4   1 R           3 0 UB4D1_R3            (4347-554-13)
20-0073                          D1683                            507   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1683                            507   1      2   2   1 B           1 0 UB4D1_B1            (4347-559-13)
20-0073                          D1683                            507   1      3   3   1 G           2 0 UB4D1_G1            (4347-558-13)
20-0073                          D1683                            507   1      4   4   1 R           3 0 UB4D1_R1            (4347-557-13)
20-0073                          D1684                            227   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1684                            227   1      2   2   1 B           1 0 UB4D1_B4            (4347-562-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1684                            227   1      3   3   1 G           2 0 UB4D1_G4            (4347-561-13)
20-0073                          D1684                            227   1      4   4   1 R           3 0 UB4D1_R4            (4347-560-13)
20-0073                          D1685                             27   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1685                             27   1      2   2   1 B           1 0 UB4D1_B2            (4347-565-13)
20-0073                          D1685                             27   1      3   3   1 G           2 0 UB4D1_G2            (4347-564-13)
20-0073                          D1685                             27   1      4   4   1 R           3 0 UB4D1_R2            (4347-563-13)
20-0073                          D1686                             67   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1686                             67   1      2   2   1 B           1 0 UB4D1_B5            (4347-568-13)
20-0073                          D1686                             67   1      3   3   1 G           2 0 UB4D1_G5            (4347-567-13)
20-0073                          D1686                             67   1      4   4   1 R           3 0 UB4D1_R5            (4347-566-13)
20-0073                          D1687                            347   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1687                            347   1      2   2   1 B           1 0 UB4D1_B8            (4347-571-13)
20-0073                          D1687                            347   1      3   3   1 G           2 0 UB4D1_G8            (4347-570-13)
20-0073                          D1687                            347   1      4   4   1 R           3 0 UB4D1_R8            (4347-569-13)
20-0073                          D1688                            267   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1688                            267   1      2   2   1 B           1 0 UB4D1_B6            (4347-574-13)
20-0073                          D1688                            267   1      3   3   1 G           2 0 UB4D1_G6            (4347-573-13)
20-0073                          D1688                            267   1      4   4   1 R           3 0 UB4D1_R6            (4347-572-13)
20-0073                          D1689                            147   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1689                            147   1      2   2   1 B           1 0 UB4D1_B9            (4347-577-13)
20-0073                          D1689                            147   1      3   3   1 G           2 0 UB4D1_G9            (4347-576-13)
20-0073                          D1689                            147   1      4   4   1 R           3 0 UB4D1_R9            (4347-575-13)
20-0073                          D1690                            427   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1690                            427   1      2   2   1 B           1 0 UB4D1_B7            (4347-580-13)
20-0073                          D1690                            427   1      3   3   1 G           2 0 UB4D1_G7            (4347-579-13)
20-0073                          D1690                            427   1      4   4   1 R           3 0 UB4D1_R7            (4347-578-13)
20-0073                          D1691                            387   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1691                            387   1      2   2   1 B           1 0 UB4D1_B10           (4347-583-13)
20-0073                          D1691                            387   1      3   3   1 G           2 0 UB4D1_G10           (4347-582-13)
20-0073                          D1691                            387   1      4   4   1 R           3 0 UB4D1_R10           (4347-581-13)
20-0073                          D1692                            587   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1692                            587   1      2   2   1 B           1 0 UB4D1_B11           (4347-586-13)
20-0073                          D1692                            587   1      3   3   1 G           2 0 UB4D1_G11           (4347-585-13)
20-0073                          D1692                            587   1      4   4   1 R           3 0 UB4D1_R11           (4347-584-13)
20-0073                          D1693                            627   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1693                            627   1      2   2   1 B           1 0 UB4D1_B14           (4347-589-13)
20-0073                          D1693                            627   1      3   3   1 G           2 0 UB4D1_G14           (4347-588-13)
20-0073                          D1693                            627   1      4   4   1 R           3 0 UB4D1_R14           (4347-587-13)
20-0073                          D1694                            187   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1694                            187   1      2   2   1 B           1 0 UB4D1_B12           (4347-592-13)
20-0073                          D1694                            187   1      3   3   1 G           2 0 UB4D1_G12           (4347-591-13)
20-0073                          D1694                            187   1      4   4   1 R           3 0 UB4D1_R12           (4347-590-13)
20-0073                          D1695                            547   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1695                            547   1      2   2   1 B           1 0 UB4D1_B15           (4347-595-13)
20-0073                          D1695                            547   1      3   3   1 G           2 0 UB4D1_G15           (4347-594-13)
20-0073                          D1695                            547   1      4   4   1 R           3 0 UB4D1_R15           (4347-593-13)
20-0073                          D1696                            307   1      1   1   1 1           4 0 UB4_MUL1            (4495-26-13)
20-0073                          D1696                            307   1      2   2   1 B           1 0 UB4D1_B13           (4347-598-13)
20-0073                          D1696                            307   1      3   3   1 G           2 0 UB4D1_G13           (4347-597-13)
20-0073                          D1696                            307   1      4   4   1 R           3 0 UB4D1_R13           (4347-596-13)
20-0073                          D1697                            462   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1697                            462   1      2   2   1 B           1 0 UB4D1_B0            (4347-553-13)
20-0073                          D1697                            462   1      3   3   1 G           2 0 UB4D1_G0            (4347-552-13)
20-0073                          D1697                            462   1      4   4   1 R           3 0 UB4D1_R0            (4347-551-13)
20-0073                          D1698                            102   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1698                            102   1      2   2   1 B           1 0 UB4D1_B3            (4347-556-13)
20-0073                          D1698                            102   1      3   3   1 G           2 0 UB4D1_G3            (4347-555-13)
20-0073                          D1698                            102   1      4   4   1 R           3 0 UB4D1_R3            (4347-554-13)
20-0073                          D1699                            502   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1699                            502   1      2   2   1 B           1 0 UB4D1_B1            (4347-559-13)
20-0073                          D1699                            502   1      3   3   1 G           2 0 UB4D1_G1            (4347-558-13)
20-0073                          D1699                            502   1      4   4   1 R           3 0 UB4D1_R1            (4347-557-13)
20-0073                          D1700                            222   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1700                            222   1      2   2   1 B           1 0 UB4D1_B4            (4347-562-13)
20-0073                          D1700                            222   1      3   3   1 G           2 0 UB4D1_G4            (4347-561-13)
20-0073                          D1700                            222   1      4   4   1 R           3 0 UB4D1_R4            (4347-560-13)
20-0073                          D1701                             22   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1701                             22   1      2   2   1 B           1 0 UB4D1_B2            (4347-565-13)
20-0073                          D1701                             22   1      3   3   1 G           2 0 UB4D1_G2            (4347-564-13)
20-0073                          D1701                             22   1      4   4   1 R           3 0 UB4D1_R2            (4347-563-13)
20-0073                          D1702                             77   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1702                             77   1      2   2   1 B           1 0 UB4D1_B5            (4347-568-13)
20-0073                          D1702                             77   1      3   3   1 G           2 0 UB4D1_G5            (4347-567-13)
20-0073                          D1702                             77   1      4   4   1 R           3 0 UB4D1_R5            (4347-566-13)
20-0073                          D1703                            362   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1703                            362   1      2   2   1 B           1 0 UB4D1_B8            (4347-571-13)
20-0073                          D1703                            362   1      3   3   1 G           2 0 UB4D1_G8            (4347-570-13)
20-0073                          D1703                            362   1      4   4   1 R           3 0 UB4D1_R8            (4347-569-13)
20-0073                          D1704                            277   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1704                            277   1      2   2   1 B           1 0 UB4D1_B6            (4347-574-13)
20-0073                          D1704                            277   1      3   3   1 G           2 0 UB4D1_G6            (4347-573-13)
20-0073                          D1704                            277   1      4   4   1 R           3 0 UB4D1_R6            (4347-572-13)
20-0073                          D1705                            162   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1705                            162   1      2   2   1 B           1 0 UB4D1_B9            (4347-577-13)
20-0073                          D1705                            162   1      3   3   1 G           2 0 UB4D1_G9            (4347-576-13)
20-0073                          D1705                            162   1      4   4   1 R           3 0 UB4D1_R9            (4347-575-13)
20-0073                          D1706                            442   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1706                            442   1      2   2   1 B           1 0 UB4D1_B7            (4347-580-13)
20-0073                          D1706                            442   1      3   3   1 G           2 0 UB4D1_G7            (4347-579-13)
20-0073                          D1706                            442   1      4   4   1 R           3 0 UB4D1_R7            (4347-578-13)
20-0073                          D1707                            402   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1707                            402   1      2   2   1 B           1 0 UB4D1_B10           (4347-583-13)
20-0073                          D1707                            402   1      3   3   1 G           2 0 UB4D1_G10           (4347-582-13)
20-0073                          D1707                            402   1      4   4   1 R           3 0 UB4D1_R10           (4347-581-13)
20-0073                          D1708                            597   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1708                            597   1      2   2   1 B           1 0 UB4D1_B11           (4347-586-13)
20-0073                          D1708                            597   1      3   3   1 G           2 0 UB4D1_G11           (4347-585-13)
20-0073                          D1708                            597   1      4   4   1 R           3 0 UB4D1_R11           (4347-584-13)
20-0073                          D1709                            637   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1709                            637   1      2   2   1 B           1 0 UB4D1_B14           (4347-589-13)
20-0073                          D1709                            637   1      3   3   1 G           2 0 UB4D1_G14           (4347-588-13)
20-0073                          D1709                            637   1      4   4   1 R           3 0 UB4D1_R14           (4347-587-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1710                            197   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1710                            197   1      2   2   1 B           1 0 UB4D1_B12           (4347-592-13)
20-0073                          D1710                            197   1      3   3   1 G           2 0 UB4D1_G12           (4347-591-13)
20-0073                          D1710                            197   1      4   4   1 R           3 0 UB4D1_R12           (4347-590-13)
20-0073                          D1711                            557   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1711                            557   1      2   2   1 B           1 0 UB4D1_B15           (4347-595-13)
20-0073                          D1711                            557   1      3   3   1 G           2 0 UB4D1_G15           (4347-594-13)
20-0073                          D1711                            557   1      4   4   1 R           3 0 UB4D1_R15           (4347-593-13)
20-0073                          D1712                            317   1      1   1   1 1           4 0 UB4_MUL2            (4495-27-13)
20-0073                          D1712                            317   1      2   2   1 B           1 0 UB4D1_B13           (4347-598-13)
20-0073                          D1712                            317   1      3   3   1 G           2 0 UB4D1_G13           (4347-597-13)
20-0073                          D1712                            317   1      4   4   1 R           3 0 UB4D1_R13           (4347-596-13)
20-0073                          D1713                            477   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1713                            477   1      2   2   1 B           1 0 UB4D1_B0            (4347-553-13)
20-0073                          D1713                            477   1      3   3   1 G           2 0 UB4D1_G0            (4347-552-13)
20-0073                          D1713                            477   1      4   4   1 R           3 0 UB4D1_R0            (4347-551-13)
20-0073                          D1714                            117   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1714                            117   1      2   2   1 B           1 0 UB4D1_B3            (4347-556-13)
20-0073                          D1714                            117   1      3   3   1 G           2 0 UB4D1_G3            (4347-555-13)
20-0073                          D1714                            117   1      4   4   1 R           3 0 UB4D1_R3            (4347-554-13)
20-0073                          D1715                            517   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1715                            517   1      2   2   1 B           1 0 UB4D1_B1            (4347-559-13)
20-0073                          D1715                            517   1      3   3   1 G           2 0 UB4D1_G1            (4347-558-13)
20-0073                          D1715                            517   1      4   4   1 R           3 0 UB4D1_R1            (4347-557-13)
20-0073                          D1716                            237   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1716                            237   1      2   2   1 B           1 0 UB4D1_B4            (4347-562-13)
20-0073                          D1716                            237   1      3   3   1 G           2 0 UB4D1_G4            (4347-561-13)
20-0073                          D1716                            237   1      4   4   1 R           3 0 UB4D1_R4            (4347-560-13)
20-0073                          D1717                             37   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1717                             37   1      2   2   1 B           1 0 UB4D1_B2            (4347-565-13)
20-0073                          D1717                             37   1      3   3   1 G           2 0 UB4D1_G2            (4347-564-13)
20-0073                          D1717                             37   1      4   4   1 R           3 0 UB4D1_R2            (4347-563-13)
20-0073                          D1718                             82   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1718                             82   1      2   2   1 B           1 0 UB4D1_B5            (4347-568-13)
20-0073                          D1718                             82   1      3   3   1 G           2 0 UB4D1_G5            (4347-567-13)
20-0073                          D1718                             82   1      4   4   1 R           3 0 UB4D1_R5            (4347-566-13)
20-0073                          D1719                            357   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1719                            357   1      2   2   1 B           1 0 UB4D1_B8            (4347-571-13)
20-0073                          D1719                            357   1      3   3   1 G           2 0 UB4D1_G8            (4347-570-13)
20-0073                          D1719                            357   1      4   4   1 R           3 0 UB4D1_R8            (4347-569-13)
20-0073                          D1720                            282   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1720                            282   1      2   2   1 B           1 0 UB4D1_B6            (4347-574-13)
20-0073                          D1720                            282   1      3   3   1 G           2 0 UB4D1_G6            (4347-573-13)
20-0073                          D1720                            282   1      4   4   1 R           3 0 UB4D1_R6            (4347-572-13)
20-0073                          D1721                            157   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1721                            157   1      2   2   1 B           1 0 UB4D1_B9            (4347-577-13)
20-0073                          D1721                            157   1      3   3   1 G           2 0 UB4D1_G9            (4347-576-13)
20-0073                          D1721                            157   1      4   4   1 R           3 0 UB4D1_R9            (4347-575-13)
20-0073                          D1722                            437   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1722                            437   1      2   2   1 B           1 0 UB4D1_B7            (4347-580-13)
20-0073                          D1722                            437   1      3   3   1 G           2 0 UB4D1_G7            (4347-579-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D1722                            437   1      4   4   1 R           3 0 UB4D1_R7            (4347-578-13)
20-0073                          D1723                            397   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1723                            397   1      2   2   1 B           1 0 UB4D1_B10           (4347-583-13)
20-0073                          D1723                            397   1      3   3   1 G           2 0 UB4D1_G10           (4347-582-13)
20-0073                          D1723                            397   1      4   4   1 R           3 0 UB4D1_R10           (4347-581-13)
20-0073                          D1724                            602   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1724                            602   1      2   2   1 B           1 0 UB4D1_B11           (4347-586-13)
20-0073                          D1724                            602   1      3   3   1 G           2 0 UB4D1_G11           (4347-585-13)
20-0073                          D1724                            602   1      4   4   1 R           3 0 UB4D1_R11           (4347-584-13)
20-0073                          D1725                            647   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1725                            647   1      2   2   1 B           1 0 UB4D1_B14           (4347-589-13)
20-0073                          D1725                            647   1      3   3   1 G           2 0 UB4D1_G14           (4347-588-13)
20-0073                          D1725                            647   1      4   4   1 R           3 0 UB4D1_R14           (4347-587-13)
20-0073                          D1726                            207   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1726                            207   1      2   2   1 B           1 0 UB4D1_B12           (4347-592-13)
20-0073                          D1726                            207   1      3   3   1 G           2 0 UB4D1_G12           (4347-591-13)
20-0073                          D1726                            207   1      4   4   1 R           3 0 UB4D1_R12           (4347-590-13)
20-0073                          D1727                            562   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
20-0073                          D1727                            562   1      2   2   1 B           1 0 UB4D1_B15           (4347-595-13)
20-0073                          D1727                            562   1      3   3   1 G           2 0 UB4D1_G15           (4347-594-13)
20-0073                          D1727                            562   1      4   4   1 R           3 0 UB4D1_R15           (4347-593-13)
20-0073                          D1728                            322   1      1   1   1 1           4 0 UB4_MUL3            (4495-28-13)
